replicate_id,rho_abs,valid_abs,reason_abs,rho_rel,valid_rel,reason_rel
461,-0.29882469380180626,True,,-0.31566250154645553,True,
462,-0.341503247287597,True,,-0.40404360100773523,True,
463,-0.30115063886363413,True,,-0.31798496446412683,True,
464,-0.47500213136516983,True,,-0.4850134580486438,True,
465,-0.41450731621492176,True,,-0.4139794930943142,True,
466,-0.3925284077768698,True,,-0.40036078262076197,True,
467,-0.4437512577983498,True,,-0.4598846179647146,True,
468,-0.358757383726078,True,,-0.38724243919098394,True,
469,-0.14278764290926782,True,,-0.16646395848536447,True,
470,-0.4772730778129097,True,,-0.48700547543764944,True,
471,-0.3249811044181306,True,,-0.3319438400403106,True,
472,-0.28172869147659063,True,,-0.2895078031212485,True,
473,-0.48487539835954235,True,,-0.5052057289139992,True,
474,-0.3530082500503052,True,,-0.3795693876182172,True,
475,-0.37284775713638424,True,,-0.42274580879021295,True,
476,-0.3331791251921384,True,,-0.37141279529615423,True,
477,-0.3485519160237764,True,,-0.38173770077146835,True,
478,-0.29882136783878344,True,,-0.3168038154062665,True,
479,-0.15973935598152716,True,,-0.2004048839121908,True,
480,-0.10680883085914213,True,,-0.13745687675302717,True,
481,-0.3295269014071215,True,,-0.3880956200866357,True,
482,-0.22424405051402888,True,,-0.26389051939557584,True,
483,-0.20076808737312843,True,,-0.21891128080483307,True,
484,-0.14863461260337368,True,,-0.1459261888796855,True,
485,-0.4582242728966046,True,,-0.5065314520154369,True,
486,-0.22137581127766295,True,,-0.28418207311255983,True,
487,-0.08435101362982765,True,,-0.09850740223180833,True,
488,-0.5041706261218456,True,,-0.5532796020600899,True,
489,-0.20951557924048203,True,,-0.2176292668875126,True,
490,-0.2611668272045631,True,,-0.3036999263414358,True,
