target_id,twin_source_id,control_id,target_state,common_row_count,twin_otg_common_rows,control_otg_common_rows,contrast_control_minus_twin,common_row_fingerprint,computable,reason,orientation
PS_049,PS_047,PS_005,GO,82,0.09930073775212697,0.06708356850219382,-0.03221716924993315,131a4e29a9ac60a7c1698ab380a273a2ede463799887b8e324918393cab41c7b,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_048,PS_005,GO,0,,,,,False,empty_pairwise_intersection,CONTROL_MINUS_TWIN
PS_049,PS_050,PS_005,GO,104,-0.0029144423143625114,0.0739297944908451,0.0768442368052076,c25e08ee6afdcf6ab67c73798d633027afc8c244c55ff86e63ad0f383c1c7fae,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_051,PS_005,GO,25,-0.002362947024282816,0.02635674372989316,0.028719690754175978,f246dccf238061c244f4247eaf0067c5968825f69d791beeb4d14a2b7c755ccc,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_042,PS_012,GO,144,-0.0032591293739402255,0.03975058649368893,0.04300971586762915,d3992d93200e270d3603ccc7e4ce3521efb942d681ce44f578778799cfb087d2,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_043,PS_012,GO,103,0.009222443771171263,0.03174346913935891,0.022521025368187647,673f0d0cae31c5dd1436916d7acc019f892e379119822dd7d4d3adb32713fae5,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_044,PS_012,GO,388,0.004749788285207113,0.10802674619924589,0.10327695791403878,4f99fb80664e5f4bc11f5d47a9b64b7ecbaa92ad908f58fde173d209e28ba055,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_045,PS_012,GO,506,0.0045513243899119454,0.11954875601138526,0.11499743162147331,49ee6a6b8f174761970e40410ee419b9e81a3caaa41e6b6f27cdee30d3d108bf,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_046,PS_012,GO,471,0.009745517279482266,0.11814878653531855,0.10840326925583628,df86d1fc16c318c7f8b8bf20246db55f30658ca553b853e89fc5c0d9a2d80ad8,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_047,PS_012,GO,464,0.11173890574089021,0.1039439507117027,-0.007794955029187506,abe4e6964083ebd8e516afbeb08ef072dbd7752a4c195e488feeb5f5f86e04ad,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_048,PS_012,GO,0,,,,,False,empty_pairwise_intersection,CONTROL_MINUS_TWIN
PS_049,PS_050,PS_012,GO,552,0.003581047052660574,0.10738272805605889,0.10380168100339832,9391213c7166dbfa8835ff94cb4fcffd35d958ddb535aacce30b693fe324589b,True,ok,CONTROL_MINUS_TWIN
PS_049,PS_051,PS_012,GO,163,-0.001877699689800623,0.059781963107465114,0.06165966279726574,8ad8b3f1935796abd2c8551b511264371d7b1fde18f48ad9bc2e119b89ed1432,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_042,PS_005,GO,21,-0.003481565145076658,0.0338166106061169,0.037298175751193555,a27c019d67de8aa1e8d442452d7f84992665cfa967cad47f361a163908b6b7d8,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_043,PS_005,GO,13,0.03637467067489084,0.006441518388298005,-0.029933152286592837,b2452ea2b6b2e524afdd85546188eea4566cad8201e9d09d149719676739eb4e,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_044,PS_005,GO,46,0.009843568696306752,0.06053713718787749,0.05069356849157074,2651c002482b24e306858f4203d27bd8c129c1b5a4f9e384790488149b8ca513,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_045,PS_005,GO,50,0.030765427987216334,0.06704735630756853,0.036281928320352194,34a614c419931e7b9bfbf4942a74971002e5e11274a9f5cde0d2fe89e54e622b,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_046,PS_005,GO,34,0.011267269175835024,0.06513923444901792,0.0538719652731829,10b88a0bb272ef948586dd3de31bf6da210cc90087390c8315db6538e561e3ff,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_047,PS_005,GO,53,0.07603488746819675,0.06294037094709995,-0.013094516521096805,d4b5c520954b2e6270b7cf3479adc5a94634d871d6ad797a9677f725377c9701,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_048,PS_005,GO,0,,,,,False,empty_pairwise_intersection,CONTROL_MINUS_TWIN
PS_050,PS_049,PS_005,GO,55,0.02053321501962007,0.05311231738977273,0.03257910237015266,6f14a9293fc399208b94cd3d0bfb5b8921458fdfdd9cb454d4f7fdf26deb4968,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_051,PS_005,GO,18,-0.008282513963664653,0.045028516893535334,0.05331103085719999,b7aa3a94ee55ab33fd563512cdb6442dae645e4f67a374d7d420babd089607ee,True,ok,CONTROL_MINUS_TWIN
PS_050,PS_042,PS_012,GO,124,0.002331179954775754,0.057955641395461964,0.05562446144068621,f109a83057f480883b1810c86378536d705e440757082e2a608901fba9ba3029,True,ok,CONTROL_MINUS_TWIN
